0.0,0.93547434,1.0179261,0.86844707,1.0003936,0.8085104,0.94796467,0.77763224,0.8868691,0.76368207,0.8292844,0.84301513,0.81598115,0.8281739,0.73158395,0.81134284,0.6932837,0.79204684,0.67126596,0.8829836,0.80266124,0.87674415,0.7219416,0.8626599,0.67959595,0.8469389,0.6526697,0.9201193,0.8057117,0.9151501,0.73456955,0.9009577,0.69219005,0.88369316,0.66267383,0.95616776,0.81922185,0.9515433,0.7563115,0.941189,0.7202745,0.9300574,0.6969659
0.0,0.9250356,0.99998754,0.84311336,0.98025286,0.7823017,0.9103554,0.74947953,0.8337291,0.7354734,0.7661102,0.83925,0.8031898,0.81587905,0.7055516,0.79238856,0.65868783,0.7653838,0.6266388,0.88976085,0.797548,0.8717988,0.6940175,0.84848166,0.6348273,0.8226156,0.5923325,0.93342304,0.8117611,0.9231788,0.7168384,0.90196264,0.6559267,0.87700397,0.6084196,0.9719451,0.8353637,0.9631911,0.76040167,0.94758487,0.71458685,0.9274618,0.67863595
0.0,0.8918033,0.98491544,0.8111848,0.95568913,0.75246,0.8678282,0.7227326,0.7929444,0.708032,0.7256089,0.80810267,0.747986,0.7877126,0.65839285,0.7640933,0.6133274,0.7356746,0.5833925,0.8536859,0.7421435,0.8393531,0.64501894,0.81711024,0.5868724,0.7907682,0.5452416,0.8975324,0.75673264,0.8866175,0.6602002,0.86641425,0.6039226,0.84171695,0.5581115,0.940692,0.78544736,0.9318316,0.7033256,0.91495687,0.6553955,0.894646,0.6144291
0.0,0.8726363,0.9645928,0.79440385,0.9277368,0.7337175,0.83316666,0.7014538,0.7558149,0.68880355,0.68817997,0.7845552,0.7131281,0.7639511,0.6208524,0.7401215,0.5747928,0.71099496,0.54184896,0.82782173,0.70519006,0.81245947,0.6031226,0.78898126,0.5440058,0.76045156,0.5012853,0.8708152,0.7178236,0.85832924,0.61469686,0.8369854,0.55491436,0.8097608,0.5065266,0.9139966,0.74620914,0.9068927,0.6608946,0.89151734,0.6075344,0.8720811,0.5602784
0.0,0.8582488,0.94519675,0.77826077,0.9061284,0.714316,0.8059072,0.67755115,0.7254217,0.6632679,0.65517104,0.7656744,0.6854454,0.74149114,0.59096783,0.7143069,0.5451882,0.6840632,0.51227504,0.80727327,0.67448,0.78921235,0.5683184,0.76389045,0.50742334,0.73502845,0.46100065,0.849745,0.6853418,0.8348478,0.5781098,0.81340617,0.5166323,0.7879407,0.4642452,0.89239323,0.7128962,0.8822163,0.62660855,0.8690234,0.57166857,0.8540587,0.5203028
0.0,0.84885484,0.9134091,0.7645334,0.87316173,0.69806135,0.7796446,0.65958846,0.6992851,0.6400325,0.62749416,0.74265206,0.6559916,0.7142922,0.56196475,0.68700373,0.514875,0.65816414,0.47949958,0.78451353,0.6404841,0.7647159,0.531648,0.73857516,0.47060946,0.709723,0.42365995,0.82651794,0.6473824,0.8108934,0.5385556,0.78855556,0.47594795,0.76346874,0.42219323,0.8689672,0.6714332,0.859261,0.5833466,0.8464989,0.52727884,0.83210087,0.47505108
0.0,0.82979107,0.89029986,0.74469805,0.84863114,0.6784562,0.7584967,0.64088184,0.6795075,0.6217577,0.6080033,0.7242057,0.6324915,0.69612074,0.5387367,0.6683137,0.49083954,0.6403962,0.45261145,0.7662647,0.61313796,0.7445295,0.50550455,0.71973854,0.44346344,0.69350237,0.3920528,0.8080853,0.6163917,0.79206645,0.5077435,0.7707886,0.44210774,0.7464547,0.38287416,0.85078543,0.637481,0.8417262,0.5506234,0.8279372,0.49352995,0.8108858,0.4389211
0.0,0.8186777,0.86946875,0.73473656,0.830538,0.6661474,0.74215996,0.6251697,0.66253096,0.6047955,0.5914657,0.70526856,0.61397374,0.6760698,0.52038074,0.64917415,0.47015816,0.62297404,0.42719403,0.74696285,0.5918875,0.72445506,0.48256305,0.70008725,0.41802213,0.6749836,0.36333627,0.78931946,0.59257454,0.7724519,0.48200905,0.7528517,0.41521204,0.7311509,0.35465252,0.8325597,0.6120932,0.8229585,0.52167743,0.8102677,0.46254954,0.79561967,0.40680134
0.0,0.80688393,0.84551615,0.72038084,0.8097352,0.6497535,0.72795516,0.60541946,0.64917,0.58647984,0.5762551,0.68725324,0.5959564,0.65659684,0.5014321,0.6303237,0.4490299,0.6057626,0.40273273,0.7306427,0.57147974,0.7090176,0.4601424,0.6866311,0.3938204,0.6639819,0.336593,0.7737108,0.5698419,0.75800204,0.4587918,0.7396903,0.3915794,0.719625,0.33042774,0.8173057,0.58668524,0.8093343,0.49624693,0.79877806,0.43684536,0.7863786,0.38052464
0.0,0.79416347,0.82214093,0.70493287,0.7876191,0.6294011,0.7084776,0.58495116,0.63208294,0.56414694,0.5623526,0.67102,0.57690835,0.63924795,0.48341703,0.6149851,0.43065253,0.5922111,0.3833617,0.7154701,0.5492844,0.69531375,0.43771034,0.67473,0.37136534,0.6534609,0.31428695,0.7584713,0.5441646,0.74368876,0.43394834,0.7274922,0.3674361,0.70972043,0.30775666,0.8016076,0.5570798,0.79430485,0.46854144,0.78478634,0.41050905,0.7733026,0.3559461
